,timestamp,lp
2023-06-28 14:50:23.016741,,589.7
2023-06-28 14:50:23.773000,,589.9
2023-06-28 14:50:24.015931,,589.65
2023-06-28 14:50:24.773941,,589.85
2023-06-28 14:50:25.024502,,589.9
2023-06-28 14:50:25.768703,,589.85
2023-06-28 14:50:26.022546,,589.9
2023-06-28 14:50:28.225437,,589.95
2023-06-28 14:50:29.222232,,589.9
2023-06-28 14:50:29.770585,,589.95
2023-06-28 14:50:30.774137,,590.0
2023-06-28 14:50:31.770527,,589.95
2023-06-28 14:50:32.232241,,590.0
2023-06-28 14:50:32.771560,,589.9
2023-06-28 14:50:33.630084,,589.95
2023-06-28 14:50:33.770000,,590.0
2023-06-28 14:50:34.769880,,589.95
2023-06-28 14:50:36.770358,,590.0
2023-06-28 14:50:42.774934,,589.95
2023-06-28 14:50:43.040275,,590.0
2023-06-28 14:50:43.772706,,589.95
2023-06-28 14:50:44.774107,,589.9
2023-06-28 14:50:45.250343,,589.95
2023-06-28 14:50:46.249305,,590.0
2023-06-28 14:50:48.446458,,589.95
2023-06-28 14:50:49.449181,,589.9
2023-06-28 14:50:50.773268,,589.95
2023-06-28 14:50:51.773988,,589.9
2023-06-28 14:50:52.654918,,589.95
2023-06-28 14:50:53.775284,,589.9
2023-06-28 14:50:54.656374,,589.85
2023-06-28 14:50:54.857451,,589.7
2023-06-28 14:50:55.777007,,589.8
2023-06-28 14:50:57.062772,,589.85
2023-06-28 14:50:57.779050,,589.7
2023-06-28 14:50:58.063022,,589.65
2023-06-28 14:50:59.778998,,589.7
2023-06-28 14:51:00.071447,,589.6
2023-06-28 14:51:00.776232,,589.65
2023-06-28 14:51:01.266925,,589.6
2023-06-28 14:51:02.473178,,589.55
2023-06-28 14:51:02.786985,,589.4
2023-06-28 14:51:03.666438,,589.45
2023-06-28 14:51:04.780747,,589.5
2023-06-28 14:51:04.868692,,589.3
2023-06-28 14:51:05.782823,,589.45
2023-06-28 14:51:05.870770,,589.3
2023-06-28 14:51:06.779205,,589.5
2023-06-28 14:51:06.874148,,589.3
2023-06-28 14:51:08.793580,,589.1
2023-06-28 14:51:09.080511,,589.15
2023-06-28 14:51:09.777389,,589.4
2023-06-28 14:51:11.079954,,589.3
2023-06-28 14:51:11.783937,,589.5
2023-06-28 14:51:12.279024,,589.3
2023-06-28 14:51:12.802577,,589.5
2023-06-28 14:51:13.280280,,589.4
2023-06-28 14:51:13.780296,,589.5
2023-06-28 14:51:14.483612,,589.4
2023-06-28 14:51:14.780810,,589.25
2023-06-28 14:51:15.683499,,589.4
2023-06-28 14:51:16.782877,,589.5
2023-06-28 14:51:17.779257,,589.4
2023-06-28 14:51:21.787146,,589.45
2023-06-28 14:51:22.094954,,589.5
2023-06-28 14:51:22.792523,,589.45
2023-06-28 14:51:23.781275,,589.5
2023-06-28 14:51:24.295848,,589.35
2023-06-28 14:51:24.780081,,589.3
2023-06-28 14:51:25.302245,,589.4
2023-06-28 14:51:25.785217,,589.3
2023-06-28 14:51:26.300176,,589.4
2023-06-28 14:51:27.501462,,589.45
2023-06-28 14:51:30.508863,,589.4
2023-06-28 14:51:30.782931,,589.5
2023-06-28 14:51:32.710622,,589.55
2023-06-28 14:51:32.910501,,589.4
